text,covid_state,hotel_type,senti_ratio,senti_rank
"Um paraíso secreto no rio Duoro. Este é realmente um lugar incrível, muito bem. Quatro casas construídas contra as rochas. Com um anfitrião super agradável. Apenas uma hora ou duas de carro do Porto ao longo do N 222.",Pre-Covid,acampamento,0.499999,Neutral
"Lugar mágico para relaxar e apreciar a natureza no seu melhor! O Ermida Gerês Camping proporciona um contacto com o Gerês profundo, desde a vida animal até percursos pedestres surpreendentes. E como estamos a iniciar o Outono, o colorido da paisagem convida a meditar. Recomendo vivamente!",Pre-Covid,acampamento,-1e-06,Negative
O carinho e simpatia foram soberbos. Mais uma vez fui muito bem recebida. Os balnearios sao impecaveis. O espaço esta bem organizado e as dicas foram otimas para aproveitar ao máximo o pouco tempo no Gerês.,Pre-Covid,acampamento,0.599999,Positive
"Donos super simpáticos, bar preparado para desenrascar, WC's imaculados!!!!Área de tendas pequena, mas suficiente. Também tem pequenas casas, logo estão preparados para estadias no inverno. Fomos muito bem acolhidos e deram informações sobre as cascatas que existem nas redondezas. A simpatia de todos fez-nos criar um laço de amizade.",Pre-Covid,acampamento,0.799999,Positive
"Gostamos muito de estar neste parque, o Gerês é um paraíso. Tivemos algum azar com as datas pq apanhamos a festa popular da ermida. E a ermida sabe festejar...! As casas de banho São lindíssimas e a simpatia das pessoas que gerem o parque é excepcional!",Pre-Covid,acampamento,0.499999,Neutral
"Sentia se uma vibração excelente por todo o staff, boas energias e boa disposição, um sorriso e uma ajuda no que se necessitasse , uma vista maravilhosa e um sossego deslumbrante!! Uma escolha acertada para as longas caminhadas e viagens por volta do GERÊS!!! 5*****",Pre-Covid,acampamento,0.999999,Positive
"Um parque de campismo muito bem organizado, limpo, arrumado, bem localizado e de fácil acesso. Fomos excelentemente bem recebidos e instalados. Os donos são maravilhosos anfitriões sempre disponíveis para ajudar e dando dicas de locais a visitar. Fizemos passeio de caiaque que durou o dia todo e que nos levou a ver locais inacessíveis e incrivelmente maravilhosos. Tem um bar onde passávamos o final de tarde e onde se podem fazer refeições ligeiras com tostas mistas maravilhosas.Casas de banho sempre limpas, perfumadas e bem cuidadas.Qualidade/ preço 100% adequado. Recomendo vivamente.",Pre-Covid,acampamento,0.6153836153846154,Positive
Todo o encanto e sossego do Gerês aliado a um serviço cinco estrelas.O verdadeiro significado de Simpatia e amizade.Limpeza e conforto bastante a cima da média.Muito mas muito bom mesmo.Recomendo e voltarei!,Pre-Covid,acampamento,0.749999,Positive
"O parque de campismo perfeito existe e fica no Algarve! O Yelloh superou todas as expectativas: bem organizado e com parcelas generosas, as suas piscinas e áreas de lazer fazem as delícias de toda a família... de tal modo que é difícil querer sair de lá! Sem dúvida a voltar e voltar!",Pre-Covid,acampamento,0.599999,Positive
"Excelente!! Nada a apontar... excelente organização, tudo a funcionar a 100%....serviços excelentes a preços muito atrativos! Funcionários muito prestáveis e acolhedores. Excelente para férias em familia",Pre-Covid,acampamento,0.999999,Positive
"Há 4 anos consecutivos que frequento este espaço, confesso que tenho notado um decréscimo de qualidade de serviço e instalações. Começando pelo corte radical de árvores que deixou a nu as parcelas o que prejudica o conforto dos utentes.É compreensível a proibição da utilização dos fogareiros a carvão mas é inadmissível a falta de espaços de barbecue...",Pre-Covid,acampamento,-0.3333343333333333,Negative
"É já a terceira vez que passo férias neste parque de campismo e adoro! As piscinas são excelentes, sobretudo a piscina aquecida. Fiquei na zona Maui e gostei muito do espaço exterior com a relva sintética e o enorme jacuzzi. Só tenho um ponto negativo a apontar, a limpeza não foi feita antes da nossa chegada, a cozinha estava um pouco suja, o chão ainda tinha migalhas de croissant das pessoas anteriores tomarem o pequeno almoço e a sanita estava visivelmente suja, é a primeira vez que encontro um bungalow assim desde que venho a este parque... De resto adorei as atividades Yoga, Pilates, aquagym etc... E os espectáculos à noite! Voltarei sem dúvida!",Pre-Covid,acampamento,-0.1111121111111111,Negative
Espaço agradável p/ passar uns dias em família. Minimercado com tudo o que pode fazer falta. Serviço de restaurante rápido e eficaz. As piscinas e jacuzzi estão sempre limpos. WC sempre limpos. Poucas sombras.,Pre-Covid,acampamento,0.6666656666666666,Positive
"So tenho coisas positivas a dizer do parque. Desde a receção até virmos embora! Fomos super bem atendidos por todos, nunca vi staff tão amável sempre com um sorriso na cara, a tratar tão bem os clientes! As miúdas adoraram (e nós também) o Kids Club, as actividades, as animações, o restaurante, as piscinas, as condições do parque são ótimas, super limpo... Esteve tudo maravilhoso! Ficamos no móbil home Beliche e Adoramos! Não há que sentir a falta de televisão, quanto ao Wi-Fi apanha se em qualquer lado do camping com ótima qualidade. Obrigada a todos vocês por nos terem proporcionado tão bons dias convosco! Seguramente, será para voltar.",Pre-Covid,acampamento,0.6999989999999999,Positive
"Sou frequentadora assídua de inúmeros parques de campismo em Portugal, de longe tenho que admitir que este é o que está mais bem organizado. Escolhi um sítio mais afastado  para colocar a tenda e ao contrário de outros parques não tive que andar muito para ir à casa de banho. As piscinas e os parques infantis são fantásticos. Viajei com uma criança de 5anos adorou o parque. O chão é pedra para fixar a tenda convém ter estacas tipo pregos. Este é o único parque onde pago para entrar a minha cadela, mas que fornecem alguma coisa para estes clientes, têm sitio de banho para cães e sacos para apanhar os dejectos por todo o parque.O único ponto que achei negativo e um parque com estas condições é inadmissível terem proibidos fazer churrascos e não terem churrasqueiras próprias espalhadas pelo parque para o podermos fazer. Este é o único aspecto que na minha opinião poderia ser melhorado.Vou voltar de férias a este parque e recomendo a amigos.",Pre-Covid,acampamento,0.199999,Neutral
"Escolhi este parque com objetivo de testar o equipamento de campismo antes de uma viagem.Acabei surpreendido com a qualidade do parque e serviços.Piscinas interior com água aquecida e exterior excelentes, espaços verdes muito bem tratados, balneários limpos e com detalhes de hotel, colaboradores simpáticos.Vou voltar seguramente.Obrigado Miguel",Pre-Covid,acampamento,0.999999,Positive
"Tudo excelente, recomendo vivamente a estadia neste parque, boas condições gerais. Desde os balneários, piscinas, Mobilehome’s, bar e restaurante. Tem atividades variadas e os animadores são muito prestáveis.",Pre-Covid,acampamento,0.999999,Positive
tinha estado neste parque em epoca alta e adorei. Desta vez fazia anos e decidi ir com um grupo de amigos e nunca tive opiniões tão diferentes do mesmo sitio. Começo por dizer que ja é a segunda estadia lá e nunca tive acesso ao wi fi e televisões n existem.Ha sempre problemas com a net. Fui a recepcao falar com uma senhora e ela pediu me para falar em ingles no meu proprio pais. Formação da recepcao fraca. Qual n é o meu espanto quando chego ao bangalow e nem o chão tinha sido limpo. Estava tudo muito sujo e para melhorar as coisas vou ao quarto e as camas têm que ser feitas pelo cliente que esta a pagar o serviço e ainda tem de ser ele a fazer a cama. Vou fazer a cama e mal tiro o edredom a cama estava cheia de migálhas de outros clientes. É uma vergonha e n houve atençao nenhuma mesmo alugando 3 bangalows. O unico ponto positivo em epoca baixa é msm a piscina interior e os balnearios. Tinha uma opiniao muito positiva do camping mas o bangalow em epoca baixa revelou se uma desilusão. Para finalizar o alojamento n da direito a toalhas de bamho ou qualquer outras toalhas. Nem no wc havia para limpar as maos. Tivemos que limpar com papel. O preco para alugar toalhas é 6 euros por dia que mais compensa comprar novas. O mini mercádo é carissimo. Comprei 4 paposecos foi uns 2 euros. Ate a agua é carissima. Animacao de inverno n existe embora haja programas de animacao nada foi feito enquanto la estive. E para acabar bem pedi para almocarmos num dos bangalows e sair visto que o check out é as 10 da manha e foi me cobrado 25 euros.,Pre-Covid,acampamento,-1e-06,Negative
"Recomendo a todos/as que queiram um refúgio para namorar e fugir da rotina e stress do quotidiano. Um espaço harmonioso, acolhedor e descontraído em pleno contacto com a natureza. Perfeito para relaxar a mente...Obrigado! Nós adorámos...Carla e Rúben",Pre-Covid,acampamento,0.199999,Neutral
"Ajudados por um clima seco e ensolarado, desfrutamos da paz e tranquilidade do yurt. Se chover, a experiência pode ser estragada pela lama no terreno não preservado ao seu redor e o perigo associado ao acesso por um caminho / degraus de pedra muito ásperos que certamente se tornarão muito escorregadios. As instalações são boas, mas parecem ter visto melhores dias e ter sido mais limpo. . . uma vez.Paz e abundância em silêncio, poderia ser muito melhorada com muito pouco esforço. Boa tentativa, embora e boa localização!",Pre-Covid,acampamento,0.14285614285714285,Neutral
"Fim de semana na Nazaré para relaxar e nada melhor do que distrital da natureza no seu estado puro. Ficámos neste parque uma noite e foi muito agradável. Alugámos um bungalow. Muito sossegado nessa altura do ano. Pena a piscina não estar a funcionar, ainda, pois estava bastante calor.",Pre-Covid,acampamento,0.749999,Positive
"Gostei muito do parque, mas os glampings ficam junto à estrada nacional e por isso há bastante ruído (dia e noite).No inverno, há poucas pessoas, não é aconselhável a tenda,  pois mesmo com o AC sente-se frio.",Pre-Covid,acampamento,-1.000001,Negative
"Venho por este meio apresentar uma reclamação relativamente ao atendimento efectuado pela recepção no Vale Paraíso Natur Park.No mês de Maio/19, efectuei uma reserva para o dia 15 de junho. A funcionária efectuou a recolha de todos os dados e referiu que a reserva estaria concluída. Na semana anterior à data da reserva liguei para o alojamento, a verificar se tudo estaria bem, pelo que fui surpreendida com a informação que não estava qualquer reserva feita nesse nome. Inclusivamente, disseram que não se efectuavam reservas entre 15 de junho e 15 de setembro para vouchers da Odisseias (informação errada relativamente ao que consta do site da Odisseias).Tentei efectuar nova reserva, desta vez em Setembro/19, tendo falado directamente com a responsável de marketing. Verificou que havia disponibilidade de bungalows para o dia 12 de Outubro, pelo que, teria de enviar email a confirmar a reserva do mesmo. Eu enviei o email com todos os dados requeridos, nessa mesma noite. Aguardei resposta durante 1 semana. Não tendo obtido resposta, liguei para a recepção, onde me informaram que o assunto teria de ser tratado com a responsável de marketing e que esta não estaria disponível. Ficaram com o meu número de telemóvel para posterior contacto. Isto sucedeu 3 vezes (tenho o registo dos contactos) durante 2 semanas. Na semana anterior à reserva e ao fim do quarto telefonema, pedi para falar directamente com a responsável da recepção, que mais uma vez não estava disponível… Informaram-me posteriormente que a reserva não estaria feita e que já não tinham bungalows disponíveis. Se eu quisesse pernoitar nessa data, teria de pagar uma taxa adicional ao voucher de 50€, que eu recusei. Referiram que irei ser depois contactada pela responsável de marketing, que tinha o meu contacto. Encontro-me a aguardar…É vergonhoso o atendimento da recepção deste alojamento e forma displicente com que tratam os clientes.",Pre-Covid,acampamento,0.21428471428571427,Neutral
"Estadia espectacular, o gampling super acolhedor e localizado numa zona virada para a mata e com uma vista para o mar magnifica, estava equipado com o essencial, só o que achamos que faltava eram algumas taças . Camas super confortáveis. A piscina muito boa. A parte do restaurante deixa muito a desejar. Todo o espaço envolvente muito limpo.",Pre-Covid,acampamento,0.6666656666666666,Positive
"Anímante todo o día...e boa parte da noite, ata as 12:00. Aínda que non queiras anímante, anímante grazas a um potente equipo de megafonía, que ata as 12 da noite emite algo parecido a música mesturado con berridos en grupo por parte das ordas de necesitados de animación, que xa parecen estar nun período avanzado de recuperación, no tratamento da mellora do ánimo.Que os váteres do camping non tivesen asento pudera ser causa tamén de desánimo entre a comunidade campista. Incluso o feito de compartir só dous rollos de papel hixiénico no corredor dos urinarios estimulaba o noso cálculo mental para estimar cantos cm necesitaríamos. Un erro de tal magnitude deixaríanos nunha incómoda posición. Moi incómoda. Pois eso anímate. Se estás desanimado este é o teu camping. Pero non esquezas o papel.",Pre-Covid,acampamento,-0.28571528571428567,Negative
"Ficámos no glamping 14 virado ás árvores ( pormenor importante dado que alguns são virados à estrada principal, muito movimentada e muito mas mesmo muito barulhenta). Os glampings são novos e sem duvida bem equipados e bonitos, o problema mesmo é o resto. O preço é para lá de abusivo, basicamente cobram o preço de um hotel de 5 estrelas mas depois toda a estrutura À volta dos glampings é de 2 estrelas. Um parque de campismo vulgar, pessoal com simpatia limitada, situado à beira de uma via rápida com um barulho incrível, os glampings são bastante frios dormir só de ar condicionado ligado e nunca abaixo dos 25 graus. O Restaurante é de fugir, qualidade abaixo do miserável e o preço é um verdadeiro absurdo, um café custa 1,20€ e é do pior que há. Pequeno almoço fica a cerca de 5€ por pessoa e inclui um croissant dos congelados e um leite com chocolate se se atreverem a pedir um café já sabem vai para 6,20€ posso dizer que ás 10h30 ficou tudo surpreendido de eu ter pedido uma sandes de queijo é que o mesmo juntamente com o fiambre não estava ainda cortado! A animação que falam no site é praticamente inexistente, as actividadesdos miudos? zero, reduzem-se a um pequenissimo parque infantil e a um slide junto aos campos de padel, a mesa de ping pong? nem rede tem, safa-se a piscina bastante boa mas controlada por um assustador nadador salvador que passa o dia a comer ( apesar dos cartazes dentro da piscina o proibirem) e a olhar fixamente quem está na piscina é bastante creepy. Localização é optima para quem queira ir à praia e ao centro da vila mas atenção só de carro É UMA COMPLETA MENTIR O CENTRO AS 2KM FICA A 4.8KM e perto praia so de carro. Enfim uma verdadeira fraude para quem paga 140 euros / noite. A custar 30/40 euros por noite valia a pena agora 140?? A EVITAR",Pre-Covid,acampamento,-0.13333433333333333,Negative
"PUBLICIDADE ENGANOSA1º Tivemos 1H para fazer check-in estando apenas 3 pessoas à n/ frente2º Só pudemos entrar no Bungalow Luxury às 18H quando o previsto seria às 16H3º Não havia indicações do nº no Bungalow, andámos às voltas à procura4º Não havia TV nem acesso Wi-Fi conforme referido no site. Estavam a tratar disso mas até ao check-out tudo na mesma...5º Cozinha muito pouco equipada: tinha chávenas de café e nem 1 chaleira existia; tinha 1 pá e nem vassoura existia; não tinha canecas; não tinha microondas; não tinha panos; não tinha 1 estendal pequeno para as toalhas...6º Foi mesmo 1 desilusão. Não saímos mais cedo porque não devolviam o que pagámos. Mais valia ter ido acampar, ficava mais barato e tinha quase as mesmas condições!!!Está tudo exposto no livro de reclamações que aliás demoraram a entregar quando solicitado na recepção...",Pre-Covid,acampamento,-0.750001,Negative
"Venho a dizer que infelizmente estou neste momento alojado num suposto bungalow de luxo + e as fotos que foram vendidas na internet no site oficial são enganosas. Nenhum outro parque de campismo onde fiquei tinha um alojamento enganoso, em condições que não correspondem ao vendido por imagem. O suposto jardim exterior com vista agradável não existe e sim um monte de areia vedado por uma rede e arame farpado. No momento da nossa chegada plantaram 3 ou 4 plantas na areia. Mesmo sabendo previamente que tínhamos uma bébé de dois meses, colocaram-nos num local arenoso, de difícil acesso, o berço (pago extra) só cabe na sala/cozinha.Tendo obviamente reclamado no livro de reclamações, a funcionária ainda teve o desplante de mencionar que só uma das fotos não correspondia à realidade... (o que ainda por cima é falso)Se as imagens fossem realistas não teria vindo!",Pre-Covid,acampamento,-0.46153946153846154,Negative
"Pela primeira vez tive uma má experiência, valor exagerado pelo serviço e instalações, chegámos bem depois da suposta hora do Check-in e a tenda não estava limpa, estivemos de estar à espera, à noite quando nos fomos deitar uma das camas estava cheia de areia, não tinha sido trocada, nunca mais cá voltamos.",Pre-Covid,acampamento,-0.200001,Negative
"Exmos Srs.Venho por este meio mostrar a minha insatisfação pela estadia do dia 25 de Julho/19 a 28 de Julho/19 em que estive no v/ parque na Nazaré.No dia 24/06/2019 paguei 1/2 de uma reserva de um Bglw para 2 pessoas que fiz para 3 noites (25/7 a 28/7), com as regalias que estava mencionadas no v/ pacote, Cama feita, Wifi, Televisão (como estamos em Portugal com canais portugueses pelo menos), Super Mercado e Restaurante.Dei Entrada no dia 25/7/2019 pelas 16 horas, liquidei o restante, dando ainda uma caução de 150,00 para possiveis danos.Quando chego ao Bglw verifiquei que não havia wifi , televisão só com 3 canais não nacionais (só informação Ingles e Alemão como não sei linguas não percebia), entretanto vou procurar o Super Mercado não existia (estava em obras) como já eram 19h 30mn fui ao Restaurante para saber qual a ementa e se serviam? responderam me que talvez só depois das 20horas mas não sabiam o que iam servir.Fui junto da recepção reclamar não podiam resolver porque andavam em obras (livro de reclamação o Fisico não existia), o que devia porque mesmo havendo o Online é obrigatório.E assim fiquei 3 noites a qual paguei 306,00,para ficar alheia ao mundo nem informação tinha direito a ter.Agora eu pergunto, eu cumpri com a minha parte e voçês?Acho que no minimo deviam ter a atenção de disponibilizar (gratis) a estadia já com as condições resolvidas os 3  dias que não usufrui com os direitos a  que tinha.Aguardo a v/ resposta ao meu desagrado.cumprimentos",Pre-Covid,acampamento,0.39999900000000005,Neutral
"-Chalé minúsculo sem sequer espaço para as malas-trajecto em areia até ao Chalé, sendo c crianças e meio caminho andado para encher tudo cheio de areia/terra nas camas...-sem televisão, algo que é normal ter, nem sequer se deram ao trabalho de avisar quando chegamos que não havia tv - animação muito má, ou/e quase inexistente- estivemos 7 noites nem um dia fizeram serviço de limpeza, mudança de roupas de cama, toalhas etc.- De se notar que já não e a primeira vez que fui para chalés do gênero e nunca tal nós tinha acontecido,....",Pre-Covid,acampamento,-1e-06,Negative
"Fomos passar dois dias à Nazaré e ficamos neste belíssimo parque instalados numa chale para 4 pessoas. A casa tem tudo sendo que o unico defeito a apontar é a inexistência de aquecedores no quarto e, tendo em conta a época, estavam gelados. Os funcionários são extremamente prestaveis e nao podiam ser mais simpáticos. No geral, gostamos muito.",Pre-Covid,acampamento,0.39999900000000005,Neutral
"Acampamos neste parque e não tínhamos qualquer expectativa em relação ao local, visto que o objectivo era apenas relaxar e estar em contacto com a natureza.  O staff revelou-se atencioso e muito prestável.  O sitio é magnífico,  silencioso e ótimo para sair da rotina e movimento da cidade.  A limpeza dos balneários é muito boa,  algo que nem sequer é comparável a outros parques de campismo em Portugal.  Existe música clássica/fado nesta área e água bem quente. Considero que foi das melhores experiências de campismo e possivelmente o melhor parque em que já alguma vez acampei. Recomendo! Continuem com o bom trabalho... Irei/iremos voltar!",Pre-Covid,acampamento,0.6363626363636363,Positive
"Este é um dos mais sossegados e tranquilos Parques de Campismo em Portugal (mesmo em pleno mês de Agosto).As condições são muito boas, a “banda sonora” dos balneários é incrível, e o restaurante é qb para pequenos-almoços e jantares.Bons acessos e preços aceitáveis. Para quem gosta de paz e tranquilidade, este parque de campinos é o ideal...",Pre-Covid,acampamento,0.7777767777777778,Positive
"Parque de campismo em plena comunhão com a natureza,zona envolvente espetacular, staff simpático e pronto ajudar.Maior parte da população do parque estrangeiros. WC muito bem cuidados e limpos.Parque tem piscina paga.Sem dúvida um parque a repetir.",Pre-Covid,acampamento,0.749999,Positive
"Fui em família acampar, estávamos de viagem para outro país e acabamos por parar aqui e ficamos em vez de 1 noite, ficamos 2 Funcionários super simpáticos e acessíveis, pão fresco logo pela manhã Comida e bebida também a preços acessíveis, e ficou super barato a estadia O parque é também ecológico em tudo o que pode ser o que ajuda bastante a minha opinião positiva É um sítio que eu irei voltar sempre que puder Recomendo bastante este parque a toda a gente que gosta de coisas novas",Pre-Covid,acampamento,0.33333233333333334,Neutral
"Tivemos uma experiência tão especial na Quinta da Fonte enquanto viajávamos para Portugal na nossa lua-de-mel. Os anfitriões Joey e Liedewij fizeram um excelente trabalho em fornecer um lugar único em um belo cenário para as pessoas a visitar. O jantar em família foi um destaque, bem como as trilhas para caminhadas por perto. Nós definitivamente voltaremos como este foi um dos destaques de nossa viagem! Obrigado por tudoKenny & Lauren",Pre-Covid,acampamento,0.999999,Positive
"Parque de campismo pequeno mas muito acolhedor, a piscina é um pouco pequena mas serve para apanhar uns bons banhos de sol. Durante a nossa estadia não pedimos eletricidade mas sempre que precisámos pudemos colocar os nossos telemóveis a carregar na receção sem qualquer problema.",Pre-Covid,acampamento,0.33333233333333334,Neutral
"Paraíso na Terra. Glamping muito bem decorado, bem equipado e enquadrado na zona envolvente. Pequeno-almoço espectacular. Zona calma com linda vista mar. Staff super simpático e muito atencioso. Ficámos fãs!",Pre-Covid,acampamento,0.8333323333333333,Positive
"""Um lugar Mágico"", são com estas palavras que descrevo o sítio maravilhoso que é este! Absolutamente Fascinante! Com uma organização e apresentação de 10*! Foi sem dúvida uma das minhas melhores experiências e hei de repetir sem dúvida! Aconselho vivamente.",Pre-Covid,acampamento,0.6666656666666666,Positive
"Onde começar? Este lugar é incrivelmente deslumbrante e super aconchegante ao mesmo tempo. Eu não queria dirigir na Madeira, mas realmente queria ficar aqui, então enviei um email para a Germana, e ela foi muito prestativa a cada passo do caminho. Obviamente, esse é o sonho dela e ela é muito boa nisso.Fiquei em fevereiro durante um pouco de frio, com temperaturas abaixo de 48 ° C, mas com o aquecedor e o fogão a lenha, a cúpula era bastante aconchegante e aquecida até muito quente durante o dia no sol quente. Trabalhei lá e posso atestar que o Wi-Fi é confiável e geralmente bom o suficiente para permitir chamadas de vídeo. A cama era super confortável e luxuosa, e a cesta de café da manhã era fresca e deliciosa para receber todos os dias - além disso, era comida suficiente para que, adicionando ovos todas as manhãs, eu tomava café da manhã e almoço.Ter um fogo delicioso e delicioso a cada noite no fogão a lenha e deslizar na banheira de água quente ao pôr do sol para ver as estrelas saírem é uma experiência como nenhuma outra. Fiquei três noites e nunca quis ir embora.Vou contar os dias até poder voltar, e tenho certeza de que todos os meus amigos também colocaram esse lugar na lista deles. Uma experiência absolutamente incrível, vale cada centavo e mais.",Pre-Covid,acampamento,0.549999,Positive
"Acomodações maravilhosas com uma vista incrível. Os quartos são espaçosos, limpos e oferecem tudo que você precisa com banheiro completo e até uma kitchinette. E cereja no bolo uma jacuzzi! ! ! O anfitrião, Germana, foi muito agradável e acolhedora. Aprendemos muito da cultura da Madeira e ela até nos fez um pouco de Poncha.Nós recomendamos esta acomodação a todos.",Pre-Covid,acampamento,0.8333323333333333,Positive
"Esta é uma ótima experiência, nós a recomendamos muito. Apenas uma queixa. . lembre-se que você está em uma barraca e pode ouvir tudo - muitas vezes tivemos que esperar até que as pessoas estivessem na área de churrasco socializando para dormir (o pôr do sol é por volta de 930/10 pm e uma noite as pessoas não foram para a cama até as 12h) - estávamos muito cansados na manhã seguinte. Mas por outro lado uma experiência incrível!",Pre-Covid,acampamento,0.39999900000000005,Neutral
"Tudo muito cuidadoso, acolhedor e especial. Os anfitriões sao muito atenciosos, os quartos lindos, confortáveis e modernos. Café da manha delicioso, preparado na hora por eles próprios. Com elevador, poucos quartos muito espaçosos, ducha excelente, lindo jardim. Mostraram-se muito fleciveis, nos atenderam em tudo que precisamos, nos ajudaram com as roupas, deram boas dicas de locais, receberam muito bem as crianças. Nesta viagem nos hospedamos em 11 locais distintos, mas sem duvida foi a melhor experiência.",Pre-Covid,estalagens,0.7058813529411765,Positive
