text,covid_state,hotel_type,senti_ratio,senti_rank
"Melhor experiência de campismo que se pode ter. O espaço em si não é de grandes proporções mas isso torna-o especial, de qualquer canto com vista para a montanha, e com espaços comuns limpos e acolhedores. O staff, desde ao Sr. Carlos e a sua esposa como todos os restantes se mostraram muito acessíveis, partilhando alguns segredos do Gerês e muitas outras histórias da aldeia de Ermida e da sua experiência naquelas serras. Para além disso foram sempre prestáveis em tudo o que foi pedido, sempre simpáticos e com vontade de ajudar. Sem dúvida o melhor local para ficar no Gerês!",Pos-Covid,acampamento,0.8888878888888888,Positive
"Este parque apenas é bom para quem procura emagrecer visto que não tem qualquer tipo de super mercado próximo, havendo apenas um quarto que vende latas de atum de marca branca a 1.50€. Senão tivéssemos levado comida, passávamos fome.Não se podia falar um bocadinho mais alto pois tínhamos um funcionário a reclamar do barulho. E há noite nem se podia dormir pois o parque estava tão lotado que se ouvia o ressonar de todos os outros hóspedes.Quem disse, nos comentários abaixo, que a cascata do Tahiti era a 20 min a pé, esqueceu se de acrescentar 1 hora atrás. Para além disso, havia um horário específico para tomar banho, o que não faz qualquer tipo de sentido tal como a regra estupida de nem sussurrar se poder a partir das 23:30.Em suma é um parque péssimo, localizado num local péssimo, tudo péssimo...",Pos-Covid,acampamento,-0.500001,Negative
"Foi de longe a melhor experiência de campismo que todos tivemos! O parque têm excelentes condições, começando pela limpeza, pelo espaço em si, que fica numa zona incrível do nosso país, e finalizando com o staff mais simpático e acessível! Fica bem localizado, perto de supermercados e perto da cascata da rajada (dá para ir a pé tranquilamente). Também tivemos a oportunidade de fazer canoagem, e de visitar muitas cascatas lindas. Para quem não conhece a zona, podem sempre pedir conselhos e indicações, e garanto que vão querer voltar muito mais vezes!!",Pos-Covid,acampamento,0.499999,Neutral
"Espaço pequeno, ideal para férias em família. Primam pela limpeza dos espaços e pela simpatia de todos os funcionário, que foram sempre incansáveis e extremamente prestáveis. Óptimo local para quem quer descansar.",Pos-Covid,acampamento,0.999999,Positive
"Resolvi acampar numa altura critica do covid 19, e escolhi um excelente sitio. Os balneários sao muito bons e ha sempre uma senhora nas limpezas. Todos os funcionários sao muito amaveis e preocupados com o nosso bem estar. O Sr Zé é o mais presente, sempre disponível para ajudar em alguma coisa. A localização também é óptima, estávamos perto de muitas cascatas e com vista sobre a natureza. Recomendo :)",Pos-Covid,acampamento,0.4285704285714286,Neutral
"O parque é muito organizado, familiar e extremamente limpo. Fomos muito bem recebidos. Staff muito simpática, acolhedora e prestativa. Próximo a várias cascatas, miradouros e percursos pedestres com paisagens de tirar o fôlego.Recomendo vivamente para quem busca paz, sossego, harmonia com a natureza, aventuras e lindas paisagens. Agradecimento especial ao José pelas dicas dos trilhos, pelo carinho e acolhimento. Assim que possível estaremos de volta a este sítio espetacular.",Pos-Covid,acampamento,0.909089909090909,Positive
"A localização, a simpatia do staff e as condições de higiene do espaço são incríveis.Fomos extremamente bem recebidos e acarinhados pelo staff. Nunca nos faltou nada. Foi sem dúvida o parque mais limpo que já visitámos, e não apenas em termos de WC, também ao nível de espaços verdes e ruído. Imaculado.O sítio ideal para repousar e carregar baterias em comunhão com a natureza.",Pos-Covid,acampamento,0.6666656666666666,Positive
"Um parque de campismo relativamente compacto para autocaravanas, com muito espaço para alojamento próprio e espaço adicional para tendas. Ficaria totalmente reservado na alta temporada, então vale a pena reservar com antecedência. Funcionários simpáticos e atenciosos.O bloco de banheiro estava imaculado (sem papel higiênico). Há apenas uma lanchonete básica no local e a maioria dos restaurantes da região fica em Ger s, que fica a uma distância enganosamente longa, especialmente se você tiver um trailer ou trailer, pois as estradas na área são muito sinuosas! Vale a pena visitar o pequeno restaurante familiar a 10 minutos a pé na Ermida se estiver satisfeito com um menu muito simples.",Pos-Covid,acampamento,0.199999,Neutral
"Acolhimento na receção, com check in, facilitado às 22:00h, bongalows com tudo o que é necessário, o parque tem bastante área, as condições são bastante agradáveis dos espaços todos, animação de dia e de noite muito boa.Piscina interior aquecida, jacuzzi, tudo bom! ponto negativo o chão da piscina bastante escorregadio, e o senhor nadador salvador(que de vez enquando aparecia), com o nome de ""Raul"" que dirigia se às crianças apontando o dedo e falando de uma forma brusca parecendo que estava a falar com pessoas adultas, não desfazendo o trabalho de ninguém mas existe maneiras!  Posto isto, recusamos de frequentar a piscina exterior visto que estava sub-vigilancia do mesmo! Mesmo assim recomendo e adoramos !",Pos-Covid,acampamento,0.27272627272727273,Neutral
"Bom parque, com piscinas da água aquecida e vários spa. Animação a toda a hora. Só tenho a apontar o chão na zona das piscinas que escorrega bastante e o facto de ser uma zona muito ventosa. No geral é bom! Muito bom aliás!!¡!!!!!!¡????¿??¿???",Pos-Covid,acampamento,0.33333233333333334,Neutral
"Somos uma família de 5 e passámos uns dias excelentes no Turiscampo! Parabéns aos rececionistas pela disponibilidade, ao serviço de limpeza fantástico, às instalações incríveis e principalmente à Joana, ao Rafael, ao André, ao Rui e ao Juan Carlos que animaram os nossos dias! Foram incríveis! Voltaremos de certeza! Obrigada!",Pos-Covid,acampamento,0.599999,Positive
"Parque de campismo nos melhores que já visitei.Com todas as comodidades para se passar umas férias, tem piscina interior e exteior aquecidas e jacuzzi. Tem também animação durante todo o dia e alguns dias também à noite.Parque muito grande, estacionamento para campismo/caravanas muito bom, com vegetação a dar alguma privacidade entre os estacionamentos.Balneários extremamente cuidados, sempre limpos e desinfetados regularmente.",Pos-Covid,acampamento,0.799999,Positive
"Unidade muito acolhedora e organizada com um restaurante e Piscinas ótimas e animaçãosobretudo para crianças. Não poderia deixar de destacar a amabilidade, disponibilidade e simpatia ímpares dos animadores, Rafael e Andre; e também a Ana do Restaurante Palmeiras.Muito Obrigado 🙏🏼",Pos-Covid,acampamento,0.999999,Positive
"Excelente fim de semana de campismo, destaco a simpatia dos colaboradores a higienização dos espaços comuns, boas piscinas tanto para adultos como para crianças, super completo perfeito para quem quer descansar de uma forma económica e agradável. Recomendo vivamente. Que continuem a evoluir pois já vi que vai haver uma nova recepção.Obrigado por este momento.",Pos-Covid,acampamento,0.8333323333333333,Positive
"Agendámos uma semana num bungalow Arrifana, pequeno bungalow com 2 quartos. Não pagámos mais para escolher antecipadamente o nosso alojamento então ficámos com a localização mais fraquinha, junto a um bloco de apartamentos, também pode ser uma vantagem pois acabámos por ficar mais isolados do barulho que poderíamos vir a ter junto a outros alojamentos e também conseguimos colocar o carro mesmo à porta. O bungalow acomoda bem uma família, não é demasiado pequeno e tem todas as comodidades, de salientar que este bungalow não tem TV o que é pena.Deviam informar que os lençois são em tecido TNT por causa do Covid, não são confortáveis, se soubesse teria levado os meus.O parque é muito agradável, todo ele bem higienizado. As piscinas são muito agradáveis, estão a funcionar bem na gestão da lotação e as espreguiçadeiras são higienizadas sempre que alguém sai. A animação noturna é fraquinha mas dá para entreter um pouco.Não frequentámos o restaurante mas no Bar o staff era todo muito atencioso e a comida deliciosa.Os serviços de SPA são a meu ver exageradamente caros para a qualidade do serviço prestado. Paguei 35€ por um pedicure normalíssima. O parque não fica propriamente perto da praia mas a 10 minutos de distância não falta escolha. Para quem tem crianças aconselho a Praia de Porto de Mós, boa acessibilidade e muito estacionamento.Na recepção a maioria do Staff não é Português e apesar de falarem Português devido à pronúncia muitas vezes é difícil perceber, o animador das crianças na piscina não falava Português. Este foi um ponto que me deixou triste pois estamos em Portugal.",Pos-Covid,acampamento,0.47058723529411767,Neutral
"Quatro dias muito bem passados neste parque, em termos de higienizacao muito bom,  lencois descartaveis . Na piscina cada vez que uma pessoa abandonava a espreguicadeira o nadador salvador ia logo desinfectar, o mesmo acontecia na parte do restaurante..",Pos-Covid,acampamento,-0.3333343333333333,Negative
"Muito bom, restaurante muito bom, funcionários em geral muito simpáticos, em destaque Jessica Costa  “Monica animadora” Nuno Ribeiro “restaurante” acima da média de simpatia, parabéns aos recursos humanos",Pos-Covid,acampamento,0.8333323333333333,Positive
"15 dias em família e amigos e só temos bem a dizer deste parque campismo, o melhor onde já estivemos. Os espaços são grandes, bem definidos, as piscinas são Top (a de água quente então é qualquer coisa de genial). Aproveitar para salientar o serviço do bar e restaurante, que atendimento fantástico, em especial o Nuno Ribeiro e a Ana (de apelido difícil de escrever :)) sempre tão prestáveis e atenciosos. Espero ver-vos em breve quando voltarmos. Até já Yelloh!",Pos-Covid,acampamento,0.6363626363636363,Positive
"Parque de campismo tipo Resort com condições excelentes. Parque limpo e com instalações excelentes. Tudo limpo e desinfetado. Possui de excelentes piscinas, jacuzzis e spa. Staff super simpáticos. Preço justo e acima da média de parques de campismo, justifica pelas ótimas condições. Preço qualidade bom! Vale a pena a visita ao Tursicampo.",Pos-Covid,acampamento,0.899999,Positive
Excelente serviço! Excelentes condições! Staff muito atencioso! Recomendo! Piscinas óptimas! Muito bom para crianças! Tudo muito limpo e cuidado. Especial destaque para o serviço no bar da piscina. A Sra. Ana muito profissional e prestável! Obrigada!,Pos-Covid,acampamento,0.999999,Positive
"Tudo óptimo, parece tudo novo, óptimas piscinas, balnearios!!Areas para Autocaravanas de grandes dimensões...O restaurante tem alguma variedade, e tudo oQue comemos estava maravilhoso!Pessoal todo muito atencioso...O melhor parque de campismo que estive!",Pos-Covid,acampamento,0.6666656666666666,Positive
"Local bastante agradável e muitos espaços verdes.As zonas de lazer são espetaculares. Todos as infraestruturas muito limpas e constantemente desinfetadas. Os funcionário sempre atenciosos, disponíveis e muito simpáticos.As piscinas sempre higienizadas. Os três nadadores salvadores sempre muito atentos à desinfecção das espreguiçadeiras e bastante atenciosos como os clientes.Um bom restaurante e bar. Bom entretenimento, bons animadores.É sem dúvida o nosso parque de eleição desde 2006 e o melhor de Portugal.Continuem.",Pos-Covid,acampamento,0.8181808181818182,Positive
"Momentos mágicos ❤  Foi tudo perfeito: um Yurt super limpo e confortável, a possibilidade de cozinhar ao luar, tomar um duche no meio do arvoredo, a caminhada até à cascata, e tudo respeitando a Mãe Natureza.  Conseguimos passar dois dias rodeados de tudo aquilo que realmente importa na vida: celebrar o amor,  a natureza no seu esplendor, os animais, o silêncio, a lua, o nascer do dia e até a chuva, que  acabou por tornar tudo encantador.Fomos recebidos como amigos, e não como hóspedes, pelo Chris. Sempre disponível, atencioso e com um sorriso que nos acolheu desde o primeiro minuto. Os dois gatinhos ""da casa"" fizeram-nos companhia o tempo todo. Uma ternura. Muito grata por tudo e prometo que vamos voltar muito em breve. Eu acredito que devemos sempre voltar a onde fomos felizes. O Homem Verde vai ficar para sempre nos nossos corações ❤ ❤",Pos-Covid,acampamento,0.499999,Neutral
"Fim de semana passado com comitiva alargada, dois casais, 6 filhos no total dos quais 3 bebés pequenos. Parece difícil mas foi uma maravilha.Um espaço mágico, que mistura de forma hábil a vida selvagem e o campismo mais cómodo.Os Yurts disponíveis são deliciosos, o espaço circundante ganha pontos a cada recanto que se descobre. Tudo obra das mãos engenhosas do nosso ""Green Man"" Chris que transborda simpatia e disponibilidade.Aconselho vivamente!",Pos-Covid,acampamento,0.099999,Neutral
"Ficámos num apartamento junto da piscina que o unico problema é que as portas dos mesmos não trancam com chave no interior, o que para quem tem crianças pequenas que vão dormir na sala, e portanto com acesso às portas, pode ser perigoso.Ficaram os adultos a dormir na sala enquanto que a criança ficou no quarto que supostamente seria dos adultos.De resto só posso recomendar. O pequeno almoço é muito agradável e as actividades são quase todas a pensar nos mais pequenos.Voltaremos sem duvida!",Pos-Covid,acampamento,-1e-06,Negative
"Resort muito bom para se passar ferias em família, desde os aposentos 5* em termos de limpeza e conforto e ao staff que foram todos super atenciosos. Buffet muito variado e preço qualidade bastante bom.Para os mais novos uma imensa variedade de diversões em que os pais poderam estar descansados.Boas e variadas piscinas.Recomendo bastante.",Pos-Covid,acampamento,0.6666656666666666,Positive
"Recomendo 😉🙂É espectacular para os miúdos 👍Os miúdos e graúdos adoraram, o todo envolvente do parque.As piscinas, as árvores, as salas de convívio, a animação á noite dedicado ás crianças, durante o dia os insufláveis, pinturas faciais, jogos..Recomendo 100%",Pos-Covid,acampamento,0.599999,Positive
"Um local perfeito para passar tempo em família. E isso torna se notório nos primeiros momentos, dada a profusão de crianças, gargalhadas e animais domésticos que vão saltando em qualquer lugar do parque.Pensado de forma inteligente para que os dias das famílias e crianças sejam cheios, dinâmicos e memoráveis. As tendas de glamping são deliciosas, e fazem parte da experiência. O staff disponível, interessado e verdadeiramente simpático. O ambiente dominante é descontraído e estival,mesmo quando o frio do oeste nos visita!Recomendo a quem procure que faça a reserva directamente no site ou mesmo por telefone. Verão que as opções são maiores que as oferecidas pelos sites intermediários ( da próxima, assim farei) Refeições simpáticas e ,também elas ,muito talhadas para pais e filhos, e o único grão de areia a mudar, seria a qualidade do bar de cocktails junto as piscinas.Um pequeno grão, contudo,num areal de grande qualidade.A repetir",Pos-Covid,acampamento,0.44444344444444445,Neutral
Fomos surpreendidos pela positiva!Espaços limpos e organizados.Staff super simpático e atencioso.Os nossos filhos estão a contar os dias para uma nova experiência 😊.Recomendado para famílias com filhos.,Pos-Covid,acampamento,0.999999,Positive
"Fomos em família, num grupo de 11 (6 adultos e 5 crianças). Ao início estávamos receosos pois não temos por hábito este tipo de turismo, no convívio com a natureza.Ficamos em bungalows, com condições de um quarto de hotel, não de 5*, mas de qualidade média.Em termos de piscinas, tem grande oferta, que nos agradou pois dá para todas os gostos e todas as idades.Em termos de alimentação realço a grande variedade, e qualidade, o que não é muito comum entrar ambos.Em termos de animação, é bastante positivo, onde criatividade é a imagem de marca.Espaço de padel e jogos bastante agradável.Em termos de preços, não podemos considerar que seja low cost, no entanto ficamos com a sensação de queremos voltar que é considero que seja a melhor avaliação possível de fazer",Pos-Covid,acampamento,0.4285704285714286,Neutral
"Excelentes condições para famílias, com diferentes piscinas, parque aquático e zona de jogos e insufláveis.A qualidade/preço, está desajustada a meu ver. Pelo preço exige-se mais qualidade  e maior flexibilidade com os horários de check-in e out, assim como usufruto do resort",Pos-Covid,acampamento,-1e-06,Negative
"Fim de semana em Família, com Tudo para ser Perfeito, mas que deixa logo a desejar na recepção, sempre a despachar, sem vontade de explicar, leve o mapa e desenrasque-se.. piscinas a trabalhar por turnos, check-in só a partir das 16hrs, e check-out até às 11 hrs, nunca visto em nenhum resort, bungalow em que ainda não havia berço e comandos com pilhas gastas, que já não funcionavam.Apartamentos sem ac, em dias de calor viram sauna...não constatei acessibilidades para pessoas de cadeira de rodas, pois há sempre escadas nos bungalows e tendas ditas de glamping. Pequeno almoço muito pobre e pouco variado, ovos mexidos muito gordurosos. Alguns proprietários de cães que não entendem que os mesmos devem andar com trela e sem cuidado para não ladrarem de noite. Pouca vigilância, muitos locais de circulação sem iluminação ou porque estava fundida ou era inexistente. Tirando todas estas questões, o lugar é interessante, mas...deveriam estar mais dedicados/disponíveis para o cliente, pois assim torna-se muito caro para o que colocam ao dispôr.",Pos-Covid,acampamento,-1e-06,Negative
"O lugar é lindo, os funcionários, sem exceção são muito atenciosos e cordiais, piscinas limpas, e tudo muito bem cuidado. Ficamos no Bangalô e para minha surpresa me surpreendeu. Aconchegante, muito limpo, confortável. A cama muito espaçosa, colchão muito bom e muito silencioso. O ar condicionado excelente, chuveiro maravilhoso, um paraíso. Cozinha equipada, excelente opção. Fiquei 3 dias, aproveitei muito quero voltar assim q possível. Mas, tem um ponto negativo ao meu ver, a comida do restaurante…O pequeno almoço, embora não seja o mais farto do mundo é bom, com muitas opções e bem aceitável. Agora, o almoço e o jantar foram muito ruins. A ementa não tinha muitas opções e como fiz a reserva com pensão completa experimentei quase o menu inteiro, todas as comidas tinham o mesmo gosto, um tempero pesado, muita gordura, tudo jogado e com um sabor ruim. O salmão esturricado de tão seco, camarões salgados e sujos, batatas fritas brancas moles encharcadas em óleo velho. Enfim, foi difícil. Atenção, os funcionários excelentes e simpáticos. O problema foi EXCLUSIVAMENTE a comida. Creio que aos finais de semana, quando o almoço e jantar é self service se consiga comer melhor, MAS, não vou arriscar, na próxima visita, não vou optar por opções com refeições, será só o alojamento, assim terei liberdade de comer melhor. Salvo este “detalhe” o restante é perfeito. Super recomendo.",Pos-Covid,acampamento,0.17142757142857143,Neutral
"A estadia foi excelente. Bangalô espaçoso, super limpo, organizado, tudo novinho. Piscinas deliciosas é um espaço incrível com árvores e ar fresco. Desde a receção fomos muito bem atendidas. Os funcionários do restaurante também muito educados e simpáticos. O único infortúnio, de fato, foi a alimentação. Nos hospedamos com pensão completa, o pequeno almoço estava uma delícia, porém o almoço e jantar, além de oferecerem poucas opções deixaram bastante a desejar, desde camarão sem limpar, servido a batata frita crua, servidas de qualquer maneira. Tudo parecia ter o mesmo gosto e ser feito na mesma gordura e afins.Enfim, voltaremos,  mas com certeza não desfrutaremos do restaurante do local.Grata!",Pos-Covid,acampamento,0.4166656666666667,Neutral
"Fui com bebé de 3 meses por isso não consegui usufruir de tudo o que o parque tem para oferecer.Fiquei nas parcelas comfort, que ficam numa zona mais afastada da zona onde são feitas as animações, por isso mais tranquilas. As parcelas são misto espaçosas e planas, pelo que são ótimas para caravanas e tendas, quase não sendo necessário nivelar.É uma zona bastante ventosa, mas nas parcelas até estava relativamente abrigado.Dizem que é a zona com melhor cobertura de wi fi, mas honestamente, eu apanhava tudo menos wi fi... muito fraquinho neste aspeto.Os balneários são aceitáveis, penso que podiam estar em melhores condições. São pequenos, tendo poucos chuveiros, mas chegam perfeitamente para a quantidade de parcelas.Sentimos falta de um espaço onde se possa fazer churrasco, não sendo permitido fazermos nas parcelas, em fogareiros próprios. De resto, é um espaço super bem conseguido, integrado na natureza, com muitas sombras e muito para fazer, especialmente para crianças.",Pos-Covid,acampamento,0.6363626363636363,Positive
"Apesar de termos estado apenas 2 noites, a experiência foi fantástica.Desde a organização, limpeza e qualidade do espaço físico. Todo o staff foi bastante simpático, prestável e atencioso. A cobertura que colocaram na Piscina exterior, torna. O ambiente óptimo para as crianças nao terem frio. Os Escorregas exteriores sao também uma optima experiência. A repetir.",Pos-Covid,acampamento,0.7142847142857143,Positive
"Mesmo excelente em tudo.Seja para familias com crianças, seja para um casal, com proximidade entre lisboa e nazare não haverá melhor.Extremamente recomendável e a repetirContinuem o bom trabalho Gostamos mesmo muito : )))))))))))))))))))))))))))))))))))))",Pos-Covid,acampamento,0.999999,Positive
"Na recepção a funcionária Pilar foi demasiado, rude e a despachar o cliente, sempre a reclamar.O check in é realizado demasiado tarde e o check out demasiado cedo, num parque vocacionado para as famílias e crianças!No entanto as piscinas infantis não são minimamente climatizadas mas o pior é a falta de pessoal especializado em primeiros socorros, mesmo um nadador Salvador com tantas crianças a usufruir do espaço.O alojamento não dispunha de Internet embora tivessem no parque, dentro do restaurante também nunca funcionou...O restaurante e os seus funcionários são excelentes, assim como os animadores, um deles André, foi 5 estrelas. As actividades para crianças são top, deveria existir junto às piscinas também... Nos alojamentos deveria existir telefones para contacto com a recepção...",Pos-Covid,acampamento,0.09090809090909091,Neutral
"Tinha muita curiosidade em relação à este resort e fica muito a desejar.O ponto alto sem dúvida que é a equipa de animação, a alimentação não é nada de jeito , sem opções para crianças, hoje dia 8 de maio a opção era coxa de galinha mais nada . Não tem peças de fruta como maçãs, bananas …Pequeno almoço muito pobre .  Piscinas boas mas de resto não aconselho.",Pos-Covid,acampamento,-0.16666766666666666,Negative
